		embryo_1	embryo_1	embryo_1	embryo_1	embryo_2	embryo_2	embryo_2	embryo_2	embryo_3	embryo_3	embryo_3	embryo_3	embryo_4	embryo_4	embryo_4	embryo_4	embryo_5	embryo_5	embryo_5	embryo_5
ENSMUSG00000000094	Tbx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50153.5	0.0	0.0	0.0	33940.1	0.0	0.0	0.0	0.0
ENSMUSG00000000127	Fer	185589.0	75357.7	3739.8	1828.6	226400.0	5835.9	3885.2	74051.2	233029.0	575486.0	0.0	218933.0	0.0	0.0	0.0	0.0	463044.0	1797.2	0.0	0.0
ENSMUSG00000000131	Xpo6	5257070.0	2515650.0	1809250.0	4529560.0	4891670.0	3144340.0	4978950.0	901543.0	5771950.0	2804600.0	1591780.0	2072830.0	2585450.0	1594560.0	1605100.0	3074520.0	1876210.0	3688150.0	6085640.0	544294.0
ENSMUSG00000000134	Tfe3	135892.0	0.0	722.5	3139.6	354972.0	271131.0	309735.0	4785.7	0.0	50536.6	0.0	98868.8	1914.1	371498.0	59439.5	12559.0	9104.1	7056.8	19154.6	138365.0
ENSMUSG00000000142	Axin2	25022.3	45408.4	60520.4	152265.0	212231.0	29196.3	178853.0	58670.0	24041.0	199142.0	300990.0	269598.0	0.0	39071.7	0.0	0.0	199908.0	2584.9	0.0	110468.0
ENSMUSG00000000148	Brat1	176544.0	4193.7	358891.0	97745.4	124267.0	457747.0	8762.5	20300.8	33114.5	185748.0	26276.0	59395.4	20986.1	88668.2	2323.7	6959.2	17785.4	654257.0	3632.7	33178.3
ENSMUSG00000000149	Gna12	8491.5	11579.7	109033.0	337095.0	535365.0	100978.0	261516.0	426027.0	197870.0	101407.0	1249970.0	154374.0	147225.0	269063.0	4899.1	388169.0	1838.6	5895.3	356575.0	439023.0
ENSMUSG00000000154	Slc22a18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4222.4	0.0	0.0
ENSMUSG00000000159	Igsf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000167	Pih1d2	45263.0	663440.0	694976.0	758628.0	372678.0	25593.6	261297.0	0.0	1136140.0	14493.5	0.0	13106.9	0.0	0.0	0.0	319630.0	0.0	2198360.0	89010.6	0.0
ENSMUSG00000000168	Dlat	584470.0	2389.4	389703.0	146278.0	239367.0	88444.8	1011700.0	47016.2	14591.4	14089.2	48278.0	1211650.0	0.0	39591.1	2512.8	2196.3	11904.1	949572.0	12520.7	30120.6
ENSMUSG00000000171	Sdhd	1220870.0	2455380.0	1818340.0	1671230.0	987220.0	666451.0	1402890.0	1861270.0	2065720.0	1927700.0	1283710.0	2969980.0	2361370.0	1661880.0	3058900.0	1165470.0	2940410.0	3532620.0	1478850.0	1773460.0
ENSMUSG00000000184	Ccnd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	770.5	0.0	0.0	0.0	0.0
ENSMUSG00000000194	Gpr107	4555460.0	4893030.0	3341200.0	4507470.0	2165640.0	8356250.0	2841930.0	2404110.0	1330790.0	2807960.0	2200110.0	5160180.0	706225.0	5061880.0	248836.0	4147740.0	5337690.0	3001610.0	2248420.0	1867990.0
ENSMUSG00000000197	Nalcn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	751.8	0.0	0.0	0.0	0.0	0.0	653.1	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000202	Btbd17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28762.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000214	Th	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60792.9	0.0	0.0	0.0	0.0	7756.6	0.0	0.0	0.0
ENSMUSG00000000247	Lhx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7614.6	0.0	0.0	0.0
ENSMUSG00000000253	Gmpr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154289.0	0.0	0.0
ENSMUSG00000000275	Trim25	139141.0	160519.0	272514.0	148661.0	0.0	12506.1	0.0	80287.2	45759.8	52811.5	120628.0	284553.0	4844.7	158149.0	4721.6	114712.0	70255.8	316771.0	10564.0	13531.6
ENSMUSG00000000276	Dgke	197707.0	24346.5	175881.0	31333.6	412437.0	467710.0	403983.0	256282.0	699943.0	69343.4	333717.0	164698.0	305941.0	8472.5	271302.0	407691.0	252710.0	296622.0	167461.0	117037.0
ENSMUSG00000000278	Scpep1	3330470.0	1840800.0	2181230.0	2734360.0	2321480.0	2734120.0	2835030.0	2647700.0	2449430.0	1435430.0	2253640.0	3036140.0	2413590.0	2569920.0	1911560.0	2443480.0	3296970.0	2636700.0	2512200.0	1963030.0
ENSMUSG00000000282	Mnt	51358.1	15923.4	8495.4	45016.5	61160.9	22820.3	8721.5	47439.9	17576.0	27868.3	158698.0	10648.1	0.0	23488.5	7222.4	0.0	251860.0	37060.1	175976.0	62834.1
ENSMUSG00000000295	Hddc2	800733.0	1484.9	414329.0	487485.0	568582.0	1387990.0	929247.0	8521.0	0.0	1921370.0	22755.2	20883.6	760673.0	796261.0	10228.9	0.0	913156.0	18458.9	853697.0	732711.0
ENSMUSG00000000301	Pemt	28414800.0	22123700.0	34116400.0	24544500.0	27768600.0	27013900.0	26007200.0	26325100.0	22943200.0	21177600.0	19862300.0	21990600.0	33901000.0	29568200.0	28731900.0	24615600.0	31569600.0	30861100.0	40108800.0	25066100.0
ENSMUSG00000000303	Cdh1	128417.0	1171470.0	798060.0	261821.0	137414.0	353146.0	49318.2	583943.0	131846.0	1289.9	91509.5	40941.9	194786.0	370919.0	71296.2	453044.0	167132.0	328468.0	24284.0	665662.0
ENSMUSG00000000305	Cdh4	829.0	1246.5	12500.8	55005.1	14281.1	753.6	0.0	1200.6	141794.0	1633.0	810.0	3682.2	712.3	0.0	0.0	3992.6	1687.4	10618.8	370245.0	155473.0
ENSMUSG00000000308	Ckmt1	3228110.0	3936330.0	4082720.0	7727480.0	18755.4	172252.0	1695310.0	13291.3	2090350.0	1543410.0	4068330.0	4546560.0	5890630.0	3115050.0	1000620.0	8198080.0	2970790.0	2775920.0	9457150.0	902043.0
ENSMUSG00000000318	Clec10a	0.0	1062710.0	1031800.0	88099.2	48992.4	5282.8	951695.0	1870780.0	516230.0	106897.0	1018020.0	2617360.0	0.0	0.0	25599.3	0.0	0.0	0.0	629935.0	0.0
ENSMUSG00000000320	Alox12	430427.0	316720.0	356421.0	255371.0	337018.0	469557.0	324894.0	191286.0	597694.0	850200.0	1041900.0	281864.0	322434.0	558471.0	643339.0	349529.0	653974.0	832509.0	663559.0	531924.0
ENSMUSG00000000325	Arvcf	43666.5	1417060.0	65064.7	80126.9	4841.6	82782.5	5576.6	95218.6	367726.0	2224.9	4441.5	10862.3	0.0	22736.8	5375.6	4001.0	3133.8	4764.1	2086.2	117229.0
ENSMUSG00000000326	Comt	1852640.0	926463.0	660192.0	550052.0	304430.0	501852.0	1559620.0	722118.0	371661.0	340359.0	2077420.0	1086210.0	288654.0	1380290.0	643278.0	1650500.0	1521560.0	368630.0	967238.0	620742.0
ENSMUSG00000000339	Rtca	285791.0	0.0	80870.7	427605.0	0.0	296383.0	1141430.0	4334.1	20502.2	46930.2	561150.0	20136.1	0.0	555469.0	17938.6	207172.0	66004.7	887943.0	0.0	0.0
ENSMUSG00000000340	Dbt	818780.0	594110.0	449716.0	287395.0	864032.0	342836.0	625856.0	825903.0	922242.0	179516.0	672809.0	145247.0	77863.9	406588.0	182537.0	173195.0	739316.0	173184.0	612470.0	657635.0
ENSMUSG00000000346	Dazap2	3210890.0	2167300.0	2118870.0	2254990.0	2276390.0	2946280.0	2416080.0	2698140.0	1690900.0	1969060.0	3364950.0	2729940.0	2449160.0	2378380.0	3656190.0	2583950.0	3513420.0	3135730.0	2977780.0	2699840.0
ENSMUSG00000000355	Mcts1	6851880.0	6239130.0	7244500.0	4883820.0	11555900.0	7028590.0	10437400.0	10078700.0	9932060.0	13049200.0	11969000.0	6609220.0	5847110.0	13156500.0	9652450.0	9501750.0	12948300.0	9476880.0	11516800.0	8561450.0
ENSMUSG00000000365	Rnf17	125084.0	35800.5	78228.2	3060.2	109863.0	84805.8	114867.0	45698.8	150580.0	1049.1	1043.5	253045.0	177356.0	7992.5	920.0	73299.3	953.2	114086.0	14752.4	37084.6
ENSMUSG00000000374	Trappc10	111996.0	58526.7	64931.5	64366.8	134486.0	74275.5	67581.1	10979.2	98295.2	33168.4	40297.6	107902.0	4267.4	1032.7	10016.8	11177.5	37461.7	79969.7	125425.0	1568.6
ENSMUSG00000000378	Ccm2	1093850.0	32182.2	0.0	555469.0	104714.0	8255.2	0.0	1391830.0	1322930.0	4490.0	2052920.0	12320.8	0.0	915519.0	38424.7	73431.9	19650.1	0.0	0.0	311054.0
ENSMUSG00000000384	Tbrg4	5051360.0	2569590.0	2041190.0	2987520.0	2267950.0	3585240.0	2217950.0	1873050.0	346541.0	227951.0	1353300.0	2685230.0	1173580.0	788094.0	1359470.0	2287740.0	5469710.0	3998090.0	4102110.0	4310620.0
ENSMUSG00000000392	Fap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1692.7	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000399	Ndufa9	3086660.0	2814140.0	2765010.0	4274520.0	3396650.0	3235170.0	4005430.0	2912950.0	2652340.0	2469550.0	4660650.0	3268620.0	4212360.0	2844470.0	4173500.0	2901590.0	4208210.0	3672590.0	4085220.0	2018340.0
ENSMUSG00000000409	Lck	1357570.0	133742.0	20356.1	216688.0	320088.0	0.0	575721.0	2631.3	246777.0	1193270.0	7005.0	443336.0	133863.0	855794.0	597682.0	5787.3	11095.8	0.0	0.0	101527.0
ENSMUSG00000000420	Galnt1	19847.0	593750.0	14042.0	248574.0	159320.0	1042650.0	10778.5	1317.0	84157.0	823421.0	254567.0	393643.0	95704.8	26386.7	18414.8	157851.0	1146370.0	69509.8	14165.4	15212.6
ENSMUSG00000000435	Myf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2738.8	0.0	2865.6	0.0	0.0	0.0
ENSMUSG00000000439	Mkrn2	2248600.0	2011550.0	1894230.0	1596650.0	1989000.0	2272130.0	2639750.0	2270590.0	1873570.0	1049520.0	2044990.0	750136.0	1149010.0	1752500.0	2439540.0	2648490.0	2969040.0	2814050.0	1705590.0	2015160.0
ENSMUSG00000000441	Raf1	490637.0	882796.0	541018.0	648284.0	148296.0	520319.0	208412.0	253837.0	1287320.0	465052.0	1425550.0	1208520.0	629744.0	227303.0	143142.0	425869.0	649399.0	245871.0	584263.0	152527.0
ENSMUSG00000000486	1-Sep	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257195.0	0.0	0.0	0.0	778646.0	46173.3	1284470.0	0.0	1159880.0	987794.0	691648.0	618035.0
ENSMUSG00000000489	Pdgfb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76348.8	110343.0
ENSMUSG00000000532	Acvr1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	991.1	0.0	0.0
ENSMUSG00000000538	Tom1l2	45932.6	529876.0	29300.5	679941.0	403642.0	409168.0	488000.0	1148490.0	289238.0	835240.0	155355.0	487796.0	354085.0	221864.0	56764.6	56050.7	223872.0	211734.0	415305.0	815407.0
ENSMUSG00000000552	Zfp385a	5979.3	245593.0	7802.8	116589.0	119821.0	11404.9	45406.1	0.0	0.0	0.0	0.0	0.0	2821.7	6924.0	3005.5	28804.0	13445.1	8000.0	0.0	0.0
ENSMUSG00000000555	Itga5	10987.6	21255.2	0.0	2071.7	160695.0	10157.7	4369.9	3564.5	6095.0	261055.0	12240.2	14711.4	0.0	0.0	0.0	0.0	2605.1	1024.6	0.0	201948.0
ENSMUSG00000000561	Wdr77	7779200.0	5859640.0	6581100.0	7235600.0	6980680.0	8678970.0	8678810.0	7222160.0	7018160.0	5690150.0	7399240.0	6308500.0	5640670.0	5592010.0	5437500.0	5547880.0	5562230.0	4159000.0	4730400.0	4303200.0
ENSMUSG00000000563	Atp5f1	7744090.0	8151210.0	8648280.0	6729450.0	9176960.0	7226040.0	8310050.0	10567300.0	9004790.0	11468900.0	8807900.0	8029090.0	7812480.0	9987110.0	7937900.0	11904000.0	10940800.0	8013300.0	9079070.0	7887650.0
ENSMUSG00000000567	Sox9	2013.5	4516.7	1703.3	3363.1	1647.6	3629.1	0.0	1449.4	7626.0	3730.2	3695.1	0.0	1524.3	5519.6	3355.4	8835.2	5354.6	0.0	3050.4	4394.6
ENSMUSG00000000568	Hnrnpd	2451540.0	1415710.0	3973120.0	3762280.0	368561.0	2320270.0	1829740.0	4188360.0	1460970.0	2282010.0	7281390.0	1459080.0	2931990.0	1602200.0	5944000.0	4798850.0	7378810.0	1802060.0	2026580.0	3549280.0
ENSMUSG00000000579	Dynlt1c	0.0	0.0	708780.0	448714.0	0.0	0.0	158381.0	949808.0	0.0	0.0	0.0	840272.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000581	C1d	4628960.0	9081430.0	8068510.0	9245640.0	8084540.0	5362310.0	6972020.0	4349060.0	9494800.0	14182000.0	5812230.0	14390100.0	8804650.0	12874800.0	8778320.0	9831960.0	12424700.0	13394700.0	8734140.0	10873100.0
ENSMUSG00000000594	Gm2a	1857740.0	1538630.0	1307080.0	1645710.0	1470750.0	1943480.0	1732000.0	1844240.0	1350100.0	785971.0	1697590.0	1305250.0	1127570.0	1404710.0	1139080.0	1517990.0	1596250.0	1235500.0	1321750.0	1392970.0
ENSMUSG00000000600	Krit1	65667.0	96307.3	5700.6	50132.3	21427.1	143585.0	218911.0	468937.0	273241.0	227141.0	52345.5	45617.2	270442.0	99330.3	27509.9	97245.5	267360.0	166285.0	125875.0	115088.0
ENSMUSG00000000605	Clcn4-2	5395.5	1997.9	120410.0	63095.0	1088.0	8284.1	2346.4	220415.0	1235.3	0.0	14556.1	0.0	13062.2	417671.0	2185.6	956.6	7027.3	6792.3	41733.4	415959.0
ENSMUSG00000000628	Hk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941.5	18306.8	1057780.0	0.0	25098.1	560495.0	981.4	2323390.0
ENSMUSG00000000631	Myo18a	481563.0	13844.4	176342.0	293329.0	673432.0	29923.9	462131.0	502649.0	319622.0	70685.2	0.0	9602.3	10588.7	1619.2	7050.5	155842.0	3149.2	0.0	33067.7	8592.6
ENSMUSG00000000632	Sez6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1468.7	6281.8	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000682	Cd52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1304670.0	0.0	1881790.0	2267940.0	0.0	1489250.0	0.0	0.0	1327630.0
ENSMUSG00000000686	Abhd15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45292.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000693	Loxl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6525.6	0.0	0.0	0.0	0.0	1051.2	0.0	0.0	51754.7
ENSMUSG00000000701	Tcl1b5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	896336.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000706	Btn1a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1482.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000708	Kat2b	528469.0	1214690.0	0.0	17012.1	1232080.0	1109390.0	2533.3	356628.0	842179.0	586110.0	3707060.0	291355.0	11407.0	84710.9	1145.5	1826330.0	165213.0	1596090.0	367583.0	0.0
ENSMUSG00000000711	Rab5b	372583.0	322596.0	187347.0	292913.0	272871.0	81090.3	362966.0	248933.0	11767.1	49385.1	26712.5	175440.0	153959.0	6680.1	0.0	189314.0	50443.8	24031.0	59361.6	182852.0
ENSMUSG00000000724	Cryba1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37201.2	4017.8	0.0	0.0	0.0	0.0	0.0	4068.1	0.0
ENSMUSG00000000730	Dnmt3l	2030710.0	1362980.0	848880.0	1136020.0	6241.8	602471.0	720472.0	4408.1	342619.0	144226.0	11759.3	1078360.0	1413030.0	1261890.0	1824170.0	97021.7	1308210.0	942928.0	1996420.0	1261440.0
ENSMUSG00000000731	Aire	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6623.2	296834.0
ENSMUSG00000000732	Icosl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1927.7	0.0	0.0	3328.4	0.0	0.0	353716.0	0.0	0.0	203596.0	47774.5
ENSMUSG00000000751	Rpa1	2895460.0	1441700.0	889818.0	1656090.0	306537.0	235948.0	418526.0	431174.0	3005470.0	0.0	498413.0	93800.7	1785100.0	587435.0	2018.0	830055.0	87475.5	9418.7	477743.0	1035100.0
ENSMUSG00000000759	Tubgcp3	1396750.0	684868.0	1825100.0	597489.0	2171180.0	3402930.0	909038.0	1334090.0	1114410.0	1047270.0	40731.3	615470.0	1247560.0	6712.0	2571830.0	441299.0	22438.2	705647.0	377618.0	457306.0
ENSMUSG00000000766	Oprm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2854.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000776	Polr3d	1257050.0	702635.0	893783.0	1517370.0	1397010.0	757952.0	808774.0	678078.0	29968.2	262217.0	2397750.0	156898.0	630916.0	572433.0	561217.0	2086240.0	1187100.0	974751.0	512380.0	1106370.0
ENSMUSG00000000782	Tcf7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3887.1	0.0	0.0	33412.5	0.0	0.0	387263.0	1899.9	19672.0	0.0
ENSMUSG00000000787	Ddx3x	1038750.0	2444670.0	1389980.0	971382.0	2317600.0	2578110.0	1959120.0	1893330.0	2255570.0	1342780.0	1808050.0	1240540.0	2710120.0	1378520.0	2208880.0	3348010.0	1196220.0	1393790.0	708356.0	1910550.0
ENSMUSG00000000792	Slc5a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	236220.0	0.0	4037.1	36985.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000804	Usp32	992423.0	534368.0	448097.0	872081.0	656135.0	121248.0	116475.0	304740.0	232308.0	298672.0	1019540.0	967471.0	246829.0	15423.1	171907.0	1828980.0	3379.1	6213.3	432304.0	31230.0
ENSMUSG00000000805	Car4	1847950.0	17216.8	0.0	456301.0	102403.0	323370.0	2746890.0	64621.2	0.0	0.0	0.0	0.0	0.0	46282.8	1864670.0	816758.0	0.0	0.0	0.0	0.0
ENSMUSG00000000811	Txnrd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	549274.0	10261.0	71972.8	11100.4
ENSMUSG00000000817	Fasl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6165.2	0.0	0.0
ENSMUSG00000000823	Znf512b	162995.0	370117.0	126608.0	427991.0	396654.0	577249.0	761875.0	226768.0	235439.0	2785.2	1066280.0	371218.0	1632.0	169880.0	140640.0	457094.0	582344.0	583116.0	554432.0	15568.0
ENSMUSG00000000826	Dnajc5	690639.0	1283710.0	1422830.0	90300.6	1297710.0	646006.0	1564920.0	770162.0	2090520.0	32939.5	1451960.0	1847150.0	146797.0	979614.0	57097.7	127294.0	337330.0	117077.0	2213480.0	374149.0
ENSMUSG00000000827	Tpd52l2	10950800.0	9323750.0	9766610.0	10264000.0	10378400.0	9079130.0	10747200.0	8902450.0	9719680.0	10919000.0	12443300.0	10514800.0	12888500.0	11645000.0	11247000.0	7106160.0	10174200.0	10624000.0	13673700.0	11573100.0
ENSMUSG00000000838	Fmr1	323126.0	639931.0	178442.0	272393.0	666671.0	809093.0	614961.0	466612.0	1282300.0	630871.0	484543.0	650897.0	235380.0	244406.0	607127.0	442407.0	106016.0	466473.0	206853.0	461667.0
ENSMUSG00000000861	Bcl11a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	779.9
ENSMUSG00000000876	Pxmp4	1222560.0	1325320.0	178611.0	53373.0	1156250.0	747647.0	2286670.0	5797.1	11302.4	11047.7	15227.6	1063210.0	3450560.0	203686.0	3235270.0	126616.0	3860750.0	349039.0	9784.2	1013190.0
ENSMUSG00000000881	Dlg3	82823.0	607675.0	636746.0	257694.0	650972.0	5019310.0	1703040.0	13396.8	47818.4	200996.0	1659960.0	81762.3	56934.1	373375.0	1159990.0	396208.0	135235.0	31132.6	35310.8	1458450.0
ENSMUSG00000000884	Gnb1l	4075500.0	1653750.0	1544530.0	883861.0	3006060.0	3133060.0	2136780.0	5559310.0	0.1	733863.0	1065790.0	1435850.0	6217810.0	5335610.0	3848460.0	1175780.0	2593510.0	1689280.0	12015300.0	506146.0
ENSMUSG00000000902	Smarcb1	5296910.0	2452290.0	2946780.0	3129770.0	3065780.0	5234570.0	4617510.0	2230360.0	1807650.0	588675.0	6136600.0	775165.0	3898000.0	4485330.0	76441.4	2439330.0	3317890.0	1637620.0	4184630.0	1371430.0
ENSMUSG00000000903	Vpreb3	6587140.0	3547150.0	5197590.0	3991630.0	3262240.0	3175990.0	2010570.0	2343800.0	3402230.0	2200430.0	4642070.0	6015430.0	6044080.0	6665660.0	5872740.0	4950250.0	7729520.0	5886640.0	6241450.0	5500540.0
ENSMUSG00000000915	Hip1r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163214.0	0.0	404006.0	0.0	1387.0	0.0	197410.0	0.0	0.0	1306.3	0.0	0.0
ENSMUSG00000000916	Nsun5	2682710.0	458613.0	1990760.0	4288960.0	5201070.0	5080140.0	3241140.0	9325130.0	2794150.0	3844100.0	3734840.0	446063.0	364865.0	2181150.0	796067.0	1864620.0	697247.0	1078030.0	576543.0	3874440.0
ENSMUSG00000000934	Top1mt	449982.0	0.0	107646.0	14150.3	250457.0	0.0	3754.3	0.0	0.0	25504.2	0.0	0.0	0.0	0.0	3941.7	0.0	39034.5	36589.2	1569240.0	481173.0
ENSMUSG00000000948	Snrpn	2005850.0	1587450.0	1612180.0	2281390.0	1951970.0	1867930.0	2172500.0	2121960.0	1914720.0	2050540.0	2830070.0	1925230.0	2331680.0	1298930.0	2436740.0	1447560.0	1742080.0	990291.0	501632.0	1499880.0
ENSMUSG00000000959	Oxa1l	646902.0	339031.0	535347.0	447432.0	519065.0	722104.0	799499.0	594184.0	532451.0	43874.0	873733.0	720083.0	139004.0	464562.0	157379.0	7581.2	9530.1	294304.0	58656.6	543777.0
ENSMUSG00000000976	Heatr6	1157710.0	505505.0	731538.0	658176.0	199782.0	428091.0	454891.0	438842.0	3984.6	1457.2	0.0	21362.3	62806.3	169849.0	122738.0	708832.0	72153.2	12222.1	583918.0	196810.0
ENSMUSG00000001014	Icam4	15476.1	0.0	197039.0	447107.0	998863.0	4652.3	8536.4	776849.0	27691.7	0.0	1292810.0	0.0	0.0	638457.0	23991.3	644938.0	926606.0	896203.0	2808810.0	1313990.0
ENSMUSG00000001016	Ilf2	3429800.0	2962710.0	3150280.0	2389160.0	2610530.0	3460970.0	3153210.0	2857120.0	2552380.0	1591090.0	4087570.0	2584450.0	2742440.0	2049020.0	2957730.0	2552650.0	3151430.0	2303320.0	2150040.0	2988900.0
ENSMUSG00000001017	Chtop	875042.0	601173.0	730762.0	455044.0	1465550.0	564387.0	266222.0	741396.0	651247.0	303202.0	638146.0	241983.0	187505.0	64139.4	666195.0	447873.0	483115.0	1016410.0	622497.0	182174.0
ENSMUSG00000001018	Snapin	183416.0	4379.8	162720.0	472704.0	183148.0	804569.0	416539.0	486963.0	832259.0	479454.0	1967090.0	598153.0	622901.0	69109.5	43969.1	8523.7	13866.2	704958.0	123251.0	550037.0
